0.004281616,0,0,0
0.004292603,0,0,0
0.004282227,0,0,0
0.004284668,0,0,0
0.004286499,0,0,0
0.004282227,0,0,0
0.004285889,0,0,0
0.00428772,0,0,0
0.00428833,0,0,0
0.004291382,0,0,0
0.004291382,0,0,0
0.004293823,0,0,0
0.00428833,0,0,0
0.004284058,0,0,0
0.004293213,0,0,0
0.004290161,0,0,0
0.00428833,0,0,0
0.00428894,0,0,0
0.004292603,0,0,0
0.004292603,0,0,0
0.004291992,0,0,0
0.004291382,0,0,0
0.004285889,0,0,0
0.004287109,0,0,0
0.00428894,0,0,0
0.004295654,0,0,0
0.004290771,0,0,0
0.004293213,0,0,0
0.004293213,0,0,0
0.004289551,0,0,0
0.004284668,0,0,0
0.004294434,0,0,0
0.004287109,0,0,0
0.004286499,0,0,0
0.004291992,0,0,0
0.004289551,0,0,0
0.00428894,0,0,0
0.004294434,0,0,0
0.004282227,0,0,0
0.004283447,0,0,0
0.004293213,0,0,0
0.004285278,0,0,0
0.004290161,0,0,0
0.004282227,0,0,0
0.004289551,0,0,0
0.004295044,0,0,0
0.004285278,0,0,0
0.004284058,0,0,0
0.004292603,0,0,0
0.004285889,0,0,0
0.004289551,0,0,0
0.004280396,0,0,0
0.00428894,0,0,0
0.004283447,0,0,0
0.004285278,0,0,0
0.004279785,0,0,0
0.004282227,0,0,0
0.004285278,0,0,0
0.004283447,0,0,0
0.004287109,0,0,0
0.004278564,0,0,0
0.00428833,0,0,0
0.004287109,0,0,0
0.004277954,0,0,0
0.004278564,0,0,0
0.004282227,0,0,0
0.004281616,0,0,0
0.004277954,0,0,0
0.004274902,0,0,0
0.004284668,0,0,0
0.004282227,0,0,0
0.004281006,0,0,0
0.004284058,0,0,0
0.004274902,0,0,0
0.004276733,0,0,0
0.004278564,0,0,0
0.004281006,0,0,0
0.004282837,0,0,0
0.004281616,0,0,0
0.004279175,0,0,0
0.004276733,0,0,0
0.00427124,0,0,0
0.004282227,0,0,0
0.004277954,0,0,0
0.004276123,0,0,0
0.004273071,0,0,0
0.004281006,0,0,0
0.004282837,0,0,0
0.004281616,0,0,0
0.004279175,0,0,0
0.004273071,0,0,0
0.004274292,0,0,0
0.004275513,0,0,0
0.004284058,0,0,0
0.004274902,0,0,0
0.004277954,0,0,0
0.004283447,0,0,0
0.004278564,0,0,0
0.004274292,0,0,0
0.004281616,0,0,0
0.004274292,0,0,0
0.004282837,0,0,0
0.004274902,0,0,0
0.004280396,0,0,0
0.004282837,0,0,0
0.004281616,0,0,0
0.004272461,0,0,0
0.00428833,0,0,0
0.004277954,0,0,0
0.004277344,0,0,0
0.004283447,0,0,0
0.004275513,0,0,0
0.004284058,0,0,0
0.004291992,0,0,0
0.004279175,0,0,0
0.004276123,0,0,0
0.004284668,0,0,0
0.004280396,0,0,0
0.004285889,0,0,0
0.004275513,0,0,0
0.004285278,0,0,0
0.004281006,0,0,0
0.004284058,0,0,0
0.004281006,0,0,0
0.004284668,0,0,0
0.004285278,0,0,0
0.004279785,0,0,0
0.004281616,0,0,0
0.004293213,0,0,0
0.004289551,0,0,0
0.004281616,0,0,0
0.004287109,0,0,0
0.004278564,0,0,0
0.004287109,0,0,0
0.004285278,0,0,0
0.004285278,0,0,0
0.004282227,0,0,0
0.004294434,0,0,0
0.004290771,0,0,0
0.004293213,0,0,0
0.004287109,0,0,0
0.00428894,0,0,0
0.004292603,0,0,0
0.004289551,0,0,0
0.004289551,0,0,0
0.004293213,0,0,0
0.004291992,0,0,0
0.004292603,0,0,0
0.004291992,0,0,0
0.004290771,0,0,0
0.004291992,0,0,0
0.004291382,0,0,0
0.004293823,0,0,0
0.004290771,0,0,0
0.004293823,0,0,0
0.004301758,0,0,0
0.004296265,0,0,0
0.004287109,0,0,0
0.004299316,0,0,0
0.004293213,0,0,0
0.004291382,0,0,0
0.004297485,0,0,0
0.004287109,0,0,0
0.004296265,0,0,0
0.004299927,0,0,0
0.004293213,0,0,0
0.00428772,0,0,0
0.004292603,0,0,0
0.004289551,0,0,0
0.004297485,0,0,0
0.004286499,0,0,0
0.004296265,0,0,0
0.004295044,0,0,0
0.004293823,0,0,0
0.004286499,0,0,0
0.004301147,0,0,0
0.004291382,0,0,0
0.004291992,0,0,0
0.004285889,0,0,0
0.004298706,0,0,0
0.00428772,0,0,0
0.004290161,0,0,0
0.00428772,0,0,0
0.00428833,0,0,0
0.004293213,0,0,0
0.004289551,0,0,0
0.004292603,0,0,0
0.004282227,0,0,0
0.004291382,0,0,0
0.00428772,0,0,0
0.00428833,0,0,0
0.004286499,0,0,0
0.00428894,0,0,0
0.004291992,0,0,0
0.004284668,0,0,0
0.004282837,0,0,0
0.004293823,0,0,0
0.004290161,0,0,0
0.004279785,0,0,0
0.00428772,0,0,0
0.004285278,0,0,0
0.004279175,0,0,0
0.004285889,0,0,0
0.004279785,0,0,0
0.004280396,0,0,0
0.004290771,0,0,0
0.004284668,0,0,0
0.004284668,0,0,0
0.004279785,0,0,0
0.004284058,0,0,0
0.00428772,0,0,0
0.004281006,0,0,0
0.004282837,0,0,0
0.004285278,0,0,0
0.004285278,0,0,0
0.00428772,0,0,0
0.004283447,0,0,0
0.004279175,0,0,0
0.004285278,0,0,0
0.004279175,0,0,0
0.00428833,0,0,0
0.004281006,0,0,0
0.004284058,0,0,0
0.004291992,0,0,0
0.004281616,0,0,0
0.004279175,0,0,0
0.004292603,0,0,0
0.004279175,0,0,0
0.004282227,0,0,0
0.004283447,0,0,0
0.004281006,0,0,0
0.004282227,0,0,0
0.004285889,0,0,0
0.004277344,0,0,0
0.004275513,0,0,0
0.004284668,0,0,0
0.004278564,0,0,0
0.004285278,0,0,0
0.004278564,0,0,0
0.004280396,0,0,0
0.004285889,0,0,0
0.004279785,0,0,0
0.004276123,0,0,0
0.00428894,0,0,0
0.004281006,0,0,0
0.004282227,0,0,0
